sortie,type,axis,t_start,t_end,duration_s,amplitudes
S058_1,step,roll,17077506.199,17077541.699,35.5,2.49
S058_1,step,pitch,17077665.3,17077670.0,4.7,1.62
S058_1,step,pitch,17077675.8,17077765.0,89.2,2.16
S058_1,step,roll,17077790.4,17077795.5,5.1,1.05
S058_1,step,roll,17077798.0,17077874.1,76.1,2.78
S058_1,step,roll,17077885.8,17077919.8,34.0,1.11
S058_1,step,pitch,17077922.3,17077970.6,48.3,6.0
S058_1,step,roll,17077922.3,17077987.8,65.5,1.66
S058_1,step,roll,17077990.5,17078047.5,57.0,1.19
S058_1,step,roll,17078049.199,17078056.9,7.7,2.33
S058_1,step,roll,17078061.9,17078082.199,20.3,3.1
S058_1,step,roll,17078084.8,17078088.9,4.1,0.86
S058_1,step,pitch,17078089.8,17078093.699,3.9,2.07
S058_1,step,roll,17078117.8,17078125.9,8.1,1.04
S058_1,step,roll,17078127.9,17078138.1,10.2,1.31
S058_1,step,roll,17078143.1,17078148.199,5.1,0.92
S058_1,step,roll,17078155.8,17078168.5,12.7,1.19
S058_1,step,roll,17078186.3,17078206.199,19.9,2.69
S058_1,step,roll,17078209.1,17078216.0,6.9,1.87
S058_1,step,roll,17078254.8,17078259.4,4.6,1.56
S058_1,step,roll,17078264.9,17078271.9,7.0,1.22
S058_1,step,roll,17078275.1,17078284.199,9.1,1.77
S058_1,step,pitch,17078284.199,17078293.699,9.5,2.23
S058_1,step,roll,17078287.8,17078292.4,4.6,2.39
S058_1,step,roll,17078295.429,17078302.199,6.77,1.82
S058_1,step,roll,17078346.1,17078352.8,6.7,1.7
S058_1,step,roll,17078358.8,17078362.8,4.0,1.8
S058_1,step,roll,17078370.6,17078376.6,6.0,1.38
S058_1,step,roll,17078407.0,17078411.6,4.6,2.49
S058_1,step,roll,17078414.699,17078428.3,13.6,2.56
S058_1,step,roll,17078430.8,17078438.6,7.8,2.16
S058_1,step,roll,17078440.4,17078445.1,4.7,1.53
S058_1,step,roll,17078449.3,17078457.0,7.7,2.47
S058_1,step,roll,17078475.6,17078480.6,5.0,4.7
S058_1,step,roll,17078483.199,17078488.6,5.4,4.03
S058_1,step,pitch,17078484.0,17078506.5,22.5,4.14
S058_1,step,yaw,17078488.0,17078493.9,5.9,1.2
S058_1,step,roll,17078490.0,17078498.4,8.4,5.53
S058_1,step,yaw,17078502.5,17078507.9,5.4,1.69
S058_1,step,roll,17078518.699,17078523.8,5.1,3.94
S058_1,step,yaw,17078521.199,17078526.3,5.1,4.65
S058_1,step,pitch,17078523.5,17078527.6,4.1,10.96
S058_1,step,pitch,17078527.6,17078616.4,88.8,9.83
S058_1,step,yaw,17078602.1,17078614.5,12.4,4.35
S058_1,step,pitch,17078617.8,17078669.199,51.4,19.99
S058_1,step,yaw,17078622.1,17078635.4,13.3,8.0
S058_1,step,yaw,17078644.8,17078653.1,8.3,6.46
S058_1,step,yaw,17078658.0,17078670.9,12.9,25.46
S058_2,step,yaw,17081209.6,17081222.699,13.1,20.87
S058_2,step,yaw,17081225.3,17081230.1,4.8,14.06
S058_2,step,yaw,17081230.1,17081244.8,14.7,22.35
S058_2,step,yaw,17081312.1,17081320.4,8.3,19.35
S058_2,step,yaw,17081320.4,17081328.5,8.1,16.03
S058_2,step,yaw,17081383.199,17081390.4,7.2,4.04
S058_2,step,yaw,17081390.4,17081398.8,8.4,16.06
S058_2,step,yaw,17081409.9,17081425.699,15.8,8.87
S058_2,step,yaw,17081426.769,17081437.9,11.13,6.91
S058_2,step,yaw,17081440.699,17081448.199,7.5,18.15
S058_2,step,yaw,17081449.15,17081457.5,8.35,13.55
S058_2,step,yaw,17081460.199,17081470.4,10.2,7.55
S058_2,step,yaw,17081474.199,17081485.4,11.2,7.3
S058_2,step,roll,17081496.0,17081510.6,14.6,3.73
S058_2,step,pitch,17081504.0,17081509.4,5.4,6.01
S058_2,step,roll,17081513.1,17081523.699,10.6,4.77
S058_2,step,roll,17081526.8,17081534.699,7.9,3.16
S058_2,step,pitch,17081541.3,17081595.9,54.6,5.36
S058_2,step,roll,17081541.3,17081549.6,8.3,2.18
S058_2,step,roll,17081561.9,17081569.3,7.4,1.39
S058_2,step,roll,17081672.699,17081685.4,12.7,1.69
S058_2,step,roll,17081689.1,17081693.9,4.8,1.35
S058_2,step,roll,17081700.3,17081746.9,46.6,2.25
S058_2,step,roll,17081753.699,17081773.3,19.6,1.74
S058_2,step,roll,17081775.9,17081804.0,28.1,1.82
S058_2,step,roll,17081811.4,17081829.199,17.8,2.09
S058_2,step,roll,17081862.699,17081867.3,4.6,1.54
S058_2,doublet,roll,17081946.6,17081957.699,11.1,2.77|4.86
S058_2,step,pitch,17081949.4,17081956.8,7.4,2.66
S058_2,doublet,roll,17081968.9,17081980.1,11.2,3.58|3.59
S058_2,doublet,roll,17082038.8,17082050.0,11.2,2.81|4.43
S058_2,step,pitch,17082041.6,17082047.199,5.6,2.11
S058_2,doublet,roll,17082055.5,17082066.699,11.2,3.43|3.53
S058_2,step,pitch,17082103.1,17082131.0,27.9,1.99
S058_2,step,pitch,17082254.0,17082259.6,5.6,2.37
S058_2,step,pitch,17082273.5,17082281.9,8.4,3.05
S058_2,step,pitch,17082287.5,17082351.8,64.3,3.34
S058_2,doublet,roll,17082332.199,17082346.199,11.2,2.7|3.92
S058_2,step,roll,17082349.0,17082357.4,8.4,2.95
S058_2,step,pitch,17082354.6,17082385.199,30.6,2.77
S058_2,step,roll,17082357.4,17082363.0,5.6,3.08
S058_2,step,pitch,17082435.6,17082466.4,30.8,2.14
S058_2,step,roll,17082625.699,17082631.3,5.6,2.91
S058_2,step,roll,17082634.1,17082669.699,35.6,4.04
S058_2,step,roll,17082690.0,17082698.4,8.4,1.06
S058_2,step,pitch,17082709.4,17082726.0,16.6,2.44
S058_2,doublet,roll,17082709.5,17082723.5,11.2,3.33|3.9
S058_2,step,roll,17082729.1,17082737.5,8.4,2.73
S058_2,step,pitch,17082734.699,17082745.5,10.8,2.15
S058_2,step,roll,17082737.5,17082743.1,5.6,3.98
S058_2,step,pitch,17082787.8,17082815.699,27.9,2.71
S058_2,step,roll,17082787.8,17082804.6,16.8,1.76
S058_2,step,pitch,17082820.8,17082829.699,8.9,2.16
S058_2,step,pitch,17082829.699,17082849.199,19.5,7.82
S058_2,step,roll,17082860.5,17082866.1,5.6,3.55
S058_2,step,roll,17082868.8,17082877.199,8.4,2.98
S058_2,doublet,roll,17082877.199,17082890.8,10.8,2.72|1.62
S058_2,step,yaw,17082882.699,17082891.1,8.4,1.24
S058_2,step,roll,17082896.8,17082920.4,23.6,1.51
S058_2,step,roll,17082921.9,17083011.4,89.5,3.31
S058_2,step,yaw,17082927.1,17083003.0,75.9,1.18
S058_2,step,yaw,17083005.8,17083019.6,13.8,1.11
S058_2,step,roll,17083017.0,17083022.6,5.6,1.46
S058_2,step,yaw,17083022.6,17083056.0,33.4,1.31
S058_2,step,yaw,17083093.6,17083139.6,46.0,1.0
S058_2,step,yaw,17083165.1,17083171.4,6.3,1.07
S058_2,step,roll,17083170.699,17083215.0,44.3,3.16
S058_2,step,yaw,17083181.9,17083195.699,13.8,0.96
S058_2,step,roll,17083217.9,17083307.5,89.6,1.67
S058_2,step,pitch,17083290.9,17083311.0,20.1,2.99
S058_2,step,pitch,17083327.199,17083341.0,13.8,2.3
S058_2,step,roll,17083377.5,17083385.9,8.4,1.26
S058_2,step,roll,17083411.0,17083419.4,8.4,3.8
S058_2,step,roll,17083436.199,17083475.3,39.1,4.11
S058_2,step,pitch,17083447.4,17083458.4,11.0,2.05
S058_2,step,roll,17083475.3,17083480.9,5.6,2.52
S058_2,step,roll,17083480.9,17083500.3,19.4,3.02
S058_2,step,pitch,17083486.5,17083494.6,8.1,3.59
S058_2,step,yaw,17083492.1,17083539.5,47.4,3.97
S058_2,step,roll,17083506.1,17083511.6,5.5,1.46
S058_2,doublet,roll,17083517.199,17083530.9,10.9,3.56|3.82
S058_2,step,roll,17083534.0,17083539.3,5.3,2.7
S058_2,step,roll,17083539.3,17083564.8,25.5,6.98
S058_2,step,roll,17083575.9,17083584.199,8.3,1.96
S058_2,step,roll,17083587.1,17083592.699,5.6,1.97
S058_2,step,pitch,17083589.9,17083595.5,5.6,3.17
S058_2,step,roll,17083595.5,17083601.1,5.6,1.54
S058_2,step,yaw,17083595.5,17083648.199,52.7,4.1
S058_2,step,roll,17083606.699,17083612.1,5.4,0.97
S058_2,doublet,roll,17083620.6,17083634.6,11.2,3.34|3.99
S058_2,step,pitch,17083626.199,17083631.6,5.4,2.31
S058_2,step,roll,17083640.199,17083648.1,7.9,2.9
S058_2,step,roll,17083648.1,17083665.4,17.3,6.99
S058_2,step,roll,17083676.5,17083687.699,11.2,1.94
S058_2,step,pitch,17083687.0,17083697.9,10.9,2.19
S058_2,step,roll,17083690.5,17083698.9,8.4,1.21
S058_2,step,pitch,17083740.8,17083757.4,16.6,2.07
S058_2,step,roll,17083760.3,17083766.0,5.7,0.86
S058_2,step,roll,17083770.6,17083785.5,14.9,1.51
S058_2,doublet,roll,17083835.9,17083847.0,11.1,3.67|3.61
S058_2,step,roll,17083852.6,17083858.199,5.6,2.7
S058_2,step,roll,17083858.199,17083880.3,22.1,7.15
S058_2,step,roll,17083886.199,17083901.6,15.4,2.58
S058_2,step,roll,17083905.699,17083921.4,15.7,0.98
S058_2,step,roll,17083922.5,17083934.9,12.4,1.12
S058_2,step,roll,17083939.3,17084011.9,72.6,1.35
S058_2,step,roll,17084014.699,17084034.3,19.6,2.88
S058_2,step,yaw,17084039.9,17084046.8,6.9,1.03
S058_2,step,yaw,17084049.199,17084053.6,4.4,0.92
S058_2,step,yaw,17084056.5,17084069.1,12.6,0.93
S058_2,step,pitch,17084171.1,17084193.6,22.5,3.11
S058_2,step,roll,17084171.199,17084196.4,25.2,1.28
S058_2,step,yaw,17084196.1,17084201.8,5.7,0.99
S058_2,step,roll,17084202.0,17084260.0,58.0,4.03
S058_2,step,roll,17084266.0,17084274.6,8.6,2.12
S058_2,step,roll,17084294.199,17084299.8,5.6,1.11
S058_2,step,roll,17084316.6,17084324.9,8.3,3.33
S058_2,step,roll,17084324.9,17084330.5,5.6,2.9
S058_2,step,roll,17084338.9,17084344.5,5.6,2.28
S058_2,step,roll,17084344.5,17084358.5,14.0,3.7
S058_2,step,roll,17084375.199,17084380.8,5.6,1.18
S058_2,step,roll,17084425.5,17084443.4,17.9,1.26
S058_2,step,roll,17084445.1,17084467.5,22.4,2.93
S058_2,step,yaw,17084457.8,17084463.1,5.3,0.99
S058_2,step,roll,17084478.6,17084484.199,5.6,1.1
S058_2,step,roll,17084484.199,17084509.4,25.2,3.03
S058_2,step,pitch,17084514.9,17084559.3,44.4,3.48
S058_2,step,roll,17084517.5,17084539.1,21.6,2.59
S058_2,step,yaw,17084531.3,17084595.699,64.4,1.67
S058_2,step,roll,17084540.199,17084545.699,5.5,1.23
S058_2,step,roll,17084578.6,17084597.1,18.5,0.92
S058_2,step,roll,17084601.5,17084626.4,24.9,1.09
S058_2,step,roll,17084628.699,17084661.1,32.4,1.05
S058_2,step,roll,17084663.1,17084667.3,4.2,0.84
S058_2,step,roll,17084676.9,17084688.3,11.4,0.93
S058_2,step,roll,17084691.1,17084708.9,17.8,1.35
S058_2,step,pitch,17084699.199,17084721.699,22.5,2.12
S058_2,step,roll,17084716.199,17084735.8,19.6,1.68
S058_2,step,roll,17084746.9,17084760.3,13.4,0.93
S058_2,step,roll,17084761.0,17084771.199,10.2,0.97
S058_2,step,roll,17084772.15,17084779.0,6.85,1.31
S058_2,step,roll,17084780.9,17084800.0,19.1,1.0
S058_2,step,roll,17084802.8,17084808.0,5.2,0.97
S058_2,step,roll,17084811.199,17084816.8,5.6,1.06
S058_2,step,roll,17084819.6,17084830.8,11.2,2.81
S058_2,step,roll,17084847.6,17084861.5,13.9,2.83
S058_2,step,roll,17084869.9,17084920.199,50.3,3.19
S058_2,step,roll,17084925.0,17084934.199,9.2,3.13
S058_2,step,roll,17084942.6,17084965.0,22.4,1.88
S058_2,step,roll,17084981.699,17084990.1,8.4,3.22
S058_2,step,roll,17084990.1,17084995.699,5.6,2.79
S058_2,doublet,roll,17085001.3,17085014.9,10.8,2.3|3.04
S058_2,step,roll,17085112.6,17085194.1,81.5,2.61
S058_2,step,roll,17085208.1,17085233.199,25.1,2.48
S058_2,step,roll,17085236.0,17085314.3,78.3,1.23
S058_2,step,pitch,17085317.0,17085367.4,50.4,5.72
S058_2,step,roll,17085317.1,17085402.0,84.9,1.62
S058_2,step,yaw,17085342.199,17085364.4,22.2,1.01
S058_2,step,roll,17085406.5,17085425.1,18.6,2.47
S058_2,step,pitch,17085414.9,17085498.699,83.8,6.86
S058_2,step,roll,17085428.8,17085434.199,5.4,1.53
S058_2,step,roll,17085470.8,17085476.4,5.6,1.07
S058_2,step,roll,17085523.9,17085532.3,8.4,1.53
S058_2,step,roll,17085535.1,17085540.699,5.6,1.14
S058_2,step,roll,17085714.0,17085719.5,5.5,2.4
S058_2,step,roll,17085730.699,17085757.1,26.4,1.62
S058_2,step,yaw,17085764.0,17085781.0,17.0,1.66
S058_2,step,roll,17085781.0,17085786.6,5.6,1.78
S058_2,step,roll,17085786.6,17085795.0,8.4,2.55
S058_2,step,roll,17085819.8,17085825.1,5.3,0.9
S058_2,step,roll,17085828.5,17085834.0,5.5,0.89
S058_2,step,roll,17085845.1,17085850.9,5.8,0.86
S058_2,step,roll,17085890.0,17085895.6,5.6,2.83
S058_2,step,roll,17085901.199,17085906.699,5.5,2.68
S058_2,step,roll,17085942.9,17085948.6,5.7,0.83
S058_2,step,roll,17085956.5,17085961.699,5.2,0.83
S058_2,step,roll,17085968.3,17085973.9,5.6,2.65
S058_2,step,roll,17085995.199,17086001.8,6.6,0.85
S058_2,step,roll,17086007.199,17086014.4,7.2,0.96
S058_2,step,roll,17086015.85,17086020.1,4.25,0.92
S058_2,step,roll,17086021.44,17086028.5,7.06,0.87
S058_2,step,roll,17086054.9,17086074.5,19.6,1.02
S058_2,step,roll,17086080.1,17086090.699,10.6,2.28
S058_2,step,roll,17086094.0,17086106.0,12.0,1.45
S058_2,step,roll,17086145.5,17086149.9,4.4,0.92
S058_2,step,roll,17086172.3,17086177.9,5.6,2.96
S058_2,step,pitch,17086180.6,17086228.0,47.4,4.24
S058_2,step,roll,17086183.53,17086191.8,8.27,3.29
S058_2,step,roll,17086200.199,17086204.8,4.6,3.05
S058_2,step,roll,17086261.8,17086267.3,5.5,2.3
S058_2,step,yaw,17086297.0,17086302.8,5.8,1.44
S058_2,step,roll,17086303.4,17086309.4,6.0,3.81
S058_2,step,roll,17086311.699,17086316.0,4.3,2.77
S058_2,step,roll,17086333.199,17086338.3,5.1,4.64
S058_2,step,roll,17086340.05,17086351.199,11.15,3.64
S058_2,step,roll,17086376.3,17086381.8,5.5,2.7
S058_2,step,pitch,17086383.199,17086399.3,16.1,3.06
S058_2,step,roll,17086390.35,17086397.3,6.95,2.43
S058_2,step,roll,17086404.3,17086409.9,5.6,3.57
S058_2,step,pitch,17086417.199,17086422.1,4.9,2.05
S058_2,step,roll,17086421.0,17086432.199,11.2,2.48
S058_2,step,pitch,17086428.9,17086439.4,10.5,1.91
S058_2,step,roll,17086435.0,17086443.1,8.1,4.1
S058_2,step,pitch,17086465.1,17086490.9,25.8,3.26
S058_2,step,yaw,17086467.4,17086479.6,12.2,1.73
S058_2,step,roll,17086476.9,17086482.5,5.6,5.11
S058_2,step,yaw,17086482.0,17086509.9,27.9,8.96
S058_2,step,roll,17086493.75,17086498.8,5.05,6.26
S058_2,step,roll,17086499.339,17086504.8,5.46,6.9
S058_2,step,pitch,17086504.4,17086509.9,5.5,10.59
S058_2,step,roll,17086506.4,17086518.8,12.4,6.83
S058_2,step,yaw,17086532.8,17086549.6,16.8,11.49
S058_2,step,yaw,17086554.1,17086563.199,9.1,10.36
S058_2,step,yaw,17086632.3,17086638.1,5.8,4.91
S058_2,step,yaw,17086640.3,17086646.1,5.8,6.05
S058_2,step,yaw,17086646.4,17086654.699,8.3,10.54
S058_2,step,yaw,17086658.6,17086683.8,25.2,12.09
S058_3,step,yaw,17090269.199,17090286.8,17.6,20.74
S058_3,step,yaw,17090292.0,17090297.199,5.2,3.58
S058_3,step,yaw,17090310.699,17090314.699,4.0,2.77
S058_3,step,yaw,17090316.8,17090321.6,4.8,5.41
S058_3,step,yaw,17090324.199,17090330.6,6.4,3.64
S058_3,step,yaw,17090350.94,17090354.8,3.86,1.96
S058_3,step,yaw,17090363.3,17090368.8,5.5,2.56
S058_3,step,yaw,17090374.199,17090381.0,6.8,18.3
S058_3,step,yaw,17090381.0,17090390.6,9.6,18.55
S058_3,step,yaw,17090453.4,17090458.199,4.8,3.62
S058_3,step,yaw,17090458.199,17090474.0,15.8,11.29
S058_3,step,yaw,17090476.6,17090488.6,12.0,7.38
S058_3,step,roll,17090486.199,17090532.9,46.7,3.44
S058_3,step,yaw,17090497.4,17090502.6,5.2,14.55
S058_3,step,yaw,17090511.9,17090525.1,13.2,9.21
S058_3,step,roll,17090555.0,17090571.6,16.6,6.1
S058_3,step,roll,17090577.28,17090585.5,8.22,5.63
S058_3,step,pitch,17090586.6,17090631.699,45.1,4.74
S058_3,step,roll,17090586.609,17090597.199,10.59,3.58
S058_3,step,roll,17090613.4,17090626.199,12.8,2.81
S058_3,step,roll,17090630.9,17090637.3,6.4,1.87
S058_3,step,pitch,17090633.0,17090640.199,7.2,3.09
S058_3,step,roll,17090640.1,17090655.5,15.4,2.58
S058_3,step,roll,17090690.4,17090697.0,6.6,1.5
S058_3,step,roll,17090700.9,17090707.9,7.0,2.3
S058_3,step,roll,17090711.9,17090735.9,24.0,2.65
S058_3,step,roll,17090738.199,17090782.5,44.3,2.93
S058_3,step,roll,17090784.5,17090833.1,48.6,2.92
S058_3,step,pitch,17090833.9,17090842.6,8.7,3.1
S058_3,step,roll,17090833.949,17090842.6,8.65,1.96
S058_3,step,roll,17090847.9,17090852.6,4.7,1.24
S058_3,step,roll,17090859.6,17090864.199,4.6,1.14
S058_3,step,roll,17090959.9,17090964.6,4.7,1.1
S058_3,step,pitch,17091006.6,17091058.199,51.6,2.67
S058_3,step,roll,17091012.6,17091032.199,19.6,1.38
S058_3,doublet,roll,17091041.5,17091055.5,11.6,2.76|2.33
S058_3,step,roll,17091062.5,17091067.199,4.7,2.02
S058_3,step,pitch,17091067.199,17091076.1,8.9,2.01
S058_3,step,roll,17091069.5,17091080.699,11.2,2.98
S058_3,step,roll,17091090.5,17091097.5,7.0,2.75
S058_3,step,pitch,17091092.8,17091102.199,9.4,2.49
S058_3,step,roll,17091137.199,17091155.8,18.6,1.31
S058_3,step,pitch,17091165.0,17091223.6,58.6,4.22
S058_3,step,roll,17091174.6,17091188.6,14.0,1.77
S058_3,step,yaw,17091176.9,17091253.9,77.0,1.84
S058_3,step,pitch,17091272.3,17091280.9,8.6,2.25
S058_3,step,roll,17091277.199,17091286.6,9.4,1.14
S058_3,step,pitch,17091340.199,17091370.5,30.3,2.61
S058_3,step,roll,17091344.9,17091428.9,84.0,1.81
S058_3,step,pitch,17091375.1,17091384.5,9.4,1.81
S058_3,step,pitch,17091398.5,17091410.199,11.7,3.81
S058_3,step,yaw,17091421.699,17091459.1,37.4,1.74
S058_3,step,pitch,17091424.199,17091433.5,9.3,3.79
S058_3,step,pitch,17091473.199,17091531.6,58.4,2.31
S058_3,step,roll,17091473.199,17091549.0,75.8,1.33
S058_3,step,roll,17091550.269,17091557.199,6.93,1.25
S058_3,step,roll,17091580.6,17091591.8,11.2,0.99
S058_3,step,pitch,17091587.5,17091608.5,21.0,2.19
S058_3,step,roll,17091603.9,17091615.5,11.6,1.48
S058_3,step,roll,17091636.5,17091641.269,4.77,0.85
S058_3,step,pitch,17091645.9,17091687.9,42.0,5.7
S058_3,step,roll,17091645.9,17091719.5,73.6,1.81
S058_3,step,roll,17091722.9,17091727.5,4.6,0.88
S058_3,step,roll,17091734.5,17091740.4,5.9,0.88
S058_3,step,roll,17091743.9,17091750.9,7.0,2.82
S058_3,step,pitch,17091748.5,17091753.0,4.5,1.94
S058_3,step,roll,17091757.9,17091764.9,7.0,3.05
S058_3,step,pitch,17091762.5,17091813.9,51.4,2.03
S058_3,step,yaw,17091773.5,17091813.8,40.3,0.97
S058_3,doublet,roll,17091813.6,17091827.8,11.9,1.67|2.81
S058_3,step,pitch,17091818.6,17091851.199,32.6,2.35
S058_3,step,pitch,17091858.199,17091862.8,4.6,1.74
S058_3,step,pitch,17091873.4,17091881.5,8.1,1.9
S058_3,step,yaw,17091939.8,17091955.5,15.7,0.92
S058_3,step,yaw,17092000.5,17092037.9,37.4,1.05
S058_3,step,yaw,17092074.8,17092163.6,88.8,1.12
S058_3,step,roll,17092170.6,17092177.9,7.3,1.45
S058_3,step,roll,17092180.0,17092193.0,13.0,2.15
S058_3,step,roll,17092194.0,17092214.4,20.4,1.53
S058_3,step,roll,17092216.699,17092231.3,14.6,1.27
S058_3,step,roll,17092232.4,17092238.5,6.1,0.86
S058_3,step,roll,17092242.0,17092246.5,4.5,0.84
S058_3,step,roll,17092250.199,17092266.5,16.3,2.52
S058_3,step,roll,17092292.199,17092312.199,20.0,2.49
S058_3,step,roll,17092315.199,17092319.5,4.3,0.88
S058_3,step,roll,17092324.3,17092343.5,19.2,1.08
S058_3,step,roll,17092349.9,17092353.6,3.7,0.87
S058_3,step,roll,17092354.5,17092364.5,10.0,0.89
S058_3,step,roll,17092369.199,17092380.9,11.7,0.98
S058_3,step,pitch,17092392.5,17092454.4,61.9,2.57
S058_3,step,roll,17092404.199,17092408.9,4.7,1.26
S058_3,step,yaw,17092413.1,17092459.4,46.3,1.36
S058_3,step,pitch,17092460.0,17092518.1,58.1,4.46
S058_3,step,roll,17092464.9,17092502.199,37.3,3.8
S058_3,step,roll,17092506.8,17092511.3,4.5,3.71
S058_3,step,pitch,17092523.199,17092527.9,4.7,1.75
S058_3,step,roll,17092523.199,17092527.9,4.7,2.84
S058_3,step,roll,17092553.6,17092565.199,11.6,1.08
S058_3,step,yaw,17092562.9,17092575.4,12.5,1.36
S058_3,step,roll,17092574.5,17092581.5,7.0,2.37
S058_3,step,yaw,17092576.929,17092627.199,50.27,1.6
S058_3,step,roll,17092581.6,17092623.5,41.9,3.95
S058_3,doublet,roll,17092625.9,17092637.5,11.6,2.29|2.15
S058_3,step,yaw,17092630.3,17092658.4,28.1,1.46
S058_3,step,yaw,17092672.199,17092676.1,3.9,0.96
S058_3,step,roll,17092672.5,17092677.199,4.7,1.25
S058_3,step,yaw,17092677.3,17092754.1,76.8,1.51
S058_3,step,roll,17092751.9,17092756.5,4.6,1.78
S058_3,step,roll,17092756.5,17092770.4,13.9,3.05
S058_3,step,yaw,17092756.5,17092793.699,37.2,1.59
S058_3,step,pitch,17092916.8,17092975.5,58.7,4.26
S058_3,step,roll,17092917.5,17092959.3,41.8,4.3
S058_3,step,roll,17092968.9,17092975.9,7.0,1.52
S058_3,step,roll,17093013.25,17093029.3,16.05,1.43
S058_3,step,pitch,17093029.5,17093094.9,65.4,5.88
S058_3,step,yaw,17093078.5,17093089.4,10.9,0.94
S058_3,step,pitch,17093139.199,17093143.1,3.9,2.07
S058_3,step,pitch,17093143.91,17093173.8,29.89,3.69
S058_3,step,pitch,17093174.3,17093255.9,81.6,4.57
S058_3,step,roll,17093274.5,17093290.9,16.4,2.1
S058_3,step,roll,17093293.199,17093342.199,49.0,2.64
S058_3,step,yaw,17093351.5,17093356.0,4.5,0.99
S058_3,step,roll,17093358.5,17093397.5,39.0,2.43
S058_3,step,yaw,17093370.1,17093376.8,6.7,0.88
S058_3,step,roll,17093398.24,17093456.5,58.26,1.2
S058_3,step,roll,17093458.9,17093501.1,42.2,2.6
S058_3,step,pitch,17093473.5,17093489.9,16.4,2.53
S058_3,step,roll,17093598.8,17093614.199,15.4,3.13
S058_3,step,roll,17093626.9,17093640.9,14.0,2.06
S058_3,step,roll,17093645.5,17093661.9,16.4,2.66
S058_3,step,roll,17093666.5,17093694.5,28.0,2.5
S058_3,step,roll,17093699.199,17093734.199,35.0,2.4
S058_3,step,roll,17093741.199,17093755.199,14.0,2.57
S058_3,step,yaw,17093762.199,17093767.6,5.4,0.98
S058_3,step,yaw,17093780.699,17093787.5,6.8,0.89
S058_3,step,pitch,17093952.199,17093957.699,5.5,1.73
S058_3,step,roll,17093967.1,17093974.5,7.4,2.11
S058_3,step,pitch,17093974.3,17094063.199,88.9,5.76
S058_3,step,roll,17093986.0,17094075.6,89.6,1.58
S058_3,step,roll,17094077.1,17094107.5,30.4,1.31
S058_3,step,pitch,17094077.199,17094112.199,35.0,3.19
S058_3,step,yaw,17094109.6,17094114.5,4.9,0.93
S058_3,step,roll,17094114.5,17094160.8,46.3,1.74
S058_3,step,pitch,17094121.5,17094163.5,42.0,3.39
S058_3,step,roll,17094171.6,17094210.199,38.6,2.87
S058_3,step,pitch,17094213.8,17094249.1,35.3,2.29
S058_3,step,roll,17094216.5,17094265.0,48.5,1.15
S058_3,step,pitch,17094251.9,17094263.6,11.7,2.05
S058_3,step,roll,17094265.699,17094269.4,3.7,1.04
S058_3,step,roll,17094275.5,17094298.8,23.3,1.68
S058_3,step,pitch,17094277.6,17094287.199,9.6,1.78
S058_3,step,pitch,17094291.9,17094298.5,6.6,1.95
S058_3,step,pitch,17094301.199,17094320.4,19.2,2.16
S058_3,step,roll,17094301.199,17094312.3,11.1,1.01
S058_3,step,roll,17094323.9,17094344.4,20.5,1.62
S058_3,step,roll,17094345.6,17094355.6,10.0,1.55
S058_3,step,roll,17094370.699,17094377.0,6.3,1.47
S058_3,step,roll,17094390.9,17094408.8,17.9,1.76
S058_3,step,roll,17094423.3,17094448.0,24.7,2.09
S058_3,step,roll,17094448.23,17094473.8,25.57,1.7
S058_3,step,roll,17094490.199,17094500.6,10.4,2.82
S058_3,step,roll,17094508.8,17094522.699,13.9,1.77
S058_3,step,pitch,17094513.199,17094517.4,4.2,2.1
S058_3,step,roll,17094525.199,17094552.199,27.0,2.8
S058_3,step,pitch,17094540.699,17094592.9,52.2,4.86
S058_3,step,roll,17094553.22,17094559.3,6.08,1.33
S058_3,step,roll,17094562.199,17094565.9,3.7,1.76
S058_3,step,roll,17094574.199,17094578.9,4.7,2.35
S058_3,step,roll,17094597.5,17094602.6,5.1,3.05
S058_3,step,roll,17094604.5,17094609.199,4.7,2.37
S058_3,step,pitch,17094611.5,17094618.1,6.6,3.15
S058_3,step,roll,17094611.5,17094618.3,6.8,3.34
S058_3,step,pitch,17094620.5,17094627.699,7.2,2.85
S058_3,step,roll,17094624.199,17094629.9,5.7,4.74
S058_3,step,roll,17094637.24,17094645.9,8.66,1.66
S058_3,step,pitch,17094648.8,17094655.199,6.4,2.53
S058_3,doublet,roll,17094648.9,17094657.699,8.8,3.1|7.13
S058_3,step,yaw,17094656.5,17094692.5,36.0,11.46
S058_3,step,pitch,17094656.8,17094663.9,7.1,4.19
S058_3,step,roll,17094660.5,17094684.1,23.6,8.99
S058_3,step,pitch,17094666.0,17094673.9,7.9,3.58
S058_3,step,roll,17094684.8,17094688.9,4.1,5.26
S058_3,step,roll,17094690.8,17094697.8,7.0,3.96
S058_3,step,pitch,17094692.199,17094702.1,9.9,7.79
S058_3,step,roll,17094700.199,17094739.8,39.6,3.69
S058_3,step,pitch,17094702.1,17094774.3,72.2,10.64
S058_3,step,yaw,17094735.1,17094744.5,9.4,4.56
S058_3,step,roll,17094744.5,17094749.1,4.6,1.88
S058_3,step,yaw,17094749.199,17094753.8,4.6,2.61
S058_3,step,yaw,17094758.5,17094774.8,16.3,8.67
S058_4,step,roll,17096643.1,17096661.3,18.2,1.45
