sortie,type,axis,t_start,t_end,duration_s,amplitudes
S056_2,step,roll,15962243.6,15962249.3,5.7,0.97
S056_2,step,roll,15962250.5,15962255.5,5.0,1.32
S056_2,step,roll,15962521.2,15962528.9,7.7,1.53
S056_2,step,roll,15962529.95,15962533.9,3.95,1.5
S056_2,step,roll,15962535.9,15962597.1,61.2,1.75
S056_2,step,roll,15962597.7,15962607.2,9.5,1.22
S056_2,step,roll,15962608.7,15962618.9,10.2,3.14
S056_2,step,yaw,15962612.6,15962622.3,9.7,1.27
S056_2,step,roll,15962620.5,15962625.0,4.5,1.64
S056_2,step,yaw,15962623.06,15962661.3,38.24,1.42
S056_2,step,pitch,15962625.0,15962631.1,6.1,1.86
S056_2,step,roll,15962661.0,15962671.6,10.6,2.88
S056_2,step,yaw,15962663.5,15962669.3,5.8,1.19
S056_2,step,roll,15962688.0,15962693.7,5.7,1.09
S056_2,step,roll,15962695.9,15962700.5,4.6,2.17
S056_2,step,roll,15962702.0,15962707.2,5.2,1.06
S056_2,step,roll,15962708.8,15962734.3,25.5,1.29
S056_2,step,roll,15962744.5,15962750.5,6.0,2.74
S056_2,step,roll,15962754.5,15962762.7,8.2,1.6
S056_2,step,roll,15962763.7,15962772.1,8.4,2.46
S056_2,step,roll,15962885.8,15962934.8,49.0,2.76
S056_2,step,roll,15962948.3,15962990.2,41.9,2.66
S056_2,step,roll,15962992.5,15962996.4,3.9,2.17
S056_2,step,roll,15962997.56,15963005.8,8.24,1.72
S056_2,step,roll,15963007.6,15963088.6,81.0,1.61
S056_2,step,roll,15963096.0,15963102.8,6.8,1.33
S056_2,step,roll,15963117.5,15963124.7,7.2,1.81
S056_2,step,roll,15963127.1,15963136.0,8.9,1.4
S056_2,step,roll,15963250.5,15963256.6,6.1,1.03
S056_2,step,pitch,15963254.6,15963260.7,6.1,2.27
S056_2,step,pitch,15963262.7,15963310.0,47.3,2.52
S056_2,step,roll,15963262.7,15963268.2,5.5,1.44
S056_2,step,roll,15963305.2,15963310.3,5.1,1.21
S056_2,step,pitch,15963311.1,15963375.0,63.9,2.34
S056_2,step,roll,15963314.6,15963319.4,4.8,1.06
S056_2,step,roll,15963321.4,15963328.4,7.0,1.08
S056_2,step,roll,15963331.5,15963337.6,6.1,3.66
S056_2,step,roll,15963341.6,15963347.7,6.1,3.99
S056_2,step,roll,15963347.7,15963354.4,6.7,3.71
S056_2,step,roll,15963355.86,15963367.9,12.04,2.57
S056_2,step,roll,15963370.0,15963374.0,4.0,2.09
S056_2,step,pitch,15963375.6,15963396.3,20.7,2.12
S056_2,step,roll,15963394.3,15963398.3,4.0,6.5
S056_2,step,roll,15963408.49,15963419.5,11.01,8.3
S056_2,step,pitch,15963410.0,15963415.2,5.2,2.26
S056_2,step,roll,15963438.8,15963442.8,4.0,1.18
S056_2,step,roll,15963443.8,15963448.9,5.1,1.02
S056_2,step,roll,15963450.9,15963454.4,3.5,1.36
S056_2,step,roll,15963463.1,15963472.3,9.2,1.37
S056_2,step,roll,15963473.9,15963477.5,3.6,1.0
S056_2,step,roll,15963488.9,15963495.5,6.6,1.85
S056_2,step,roll,15963502.7,15963507.6,4.9,6.75
S056_2,step,roll,15963519.8,15963523.8,4.0,1.23
S056_2,step,roll,15963527.8,15963531.6,3.8,1.77
S056_2,step,roll,15963538.06,15963543.6,5.54,1.12
S056_2,step,roll,15963558.9,15963562.0,3.1,1.53
S056_2,step,roll,15963576.5,15963582.2,5.7,2.08
S056_2,step,roll,15963592.7,15963601.8,9.1,1.78
S056_2,step,roll,15963603.5,15963608.7,5.2,2.27
S056_2,step,roll,15963632.8,15963637.2,4.4,1.64
S056_2,step,pitch,15963647.36,15963652.3,4.94,2.02
S056_2,step,roll,15963652.3,15963657.4,5.1,1.55
S056_2,step,pitch,15963655.3,15963658.7,3.4,1.85
S056_2,step,roll,15963659.5,15963669.6,10.1,4.03
S056_2,step,roll,15963683.7,15963687.8,4.1,3.12
S056_2,step,pitch,15963699.2,15963703.3,4.1,2.14
S056_2,step,roll,15963712.3,15963715.5,3.2,1.8
S056_2,step,pitch,15963715.7,15963721.4,5.7,2.03
S056_2,step,roll,15963734.7,15963738.4,3.7,2.87
S056_2,step,roll,15963740.4,15963750.9,10.5,2.78
S056_2,step,roll,15963771.8,15963786.7,14.9,2.32
S056_2,step,roll,15963788.0,15963795.1,7.1,3.49
S056_2,step,roll,15963805.2,15963808.6,3.4,3.47
S056_2,step,yaw,15963831.5,15963837.6,6.1,1.9
S056_2,step,yaw,15963847.4,15963857.1,9.7,13.02
S056_2,step,roll,15963859.92,15963912.1,52.18,10.98
S056_2,step,yaw,15963861.7,15963877.9,16.2,11.3
S056_2,step,yaw,15963878.5,15963882.1,3.6,2.38
S056_2,step,yaw,15963885.2,15963912.2,27.0,14.48
S056_2,step,roll,15963912.1,15963916.5,4.4,2.5
S056_2,step,yaw,15963920.6,15963924.6,4.0,3.0
S056_2,step,yaw,15963930.7,15963934.6,3.9,3.7
S056_2,step,yaw,15963936.2,15963941.0,4.8,5.42
S056_2,step,yaw,15963949.1,15963953.0,3.9,2.81
S056_2,step,yaw,15963959.1,15963962.8,3.7,3.49
S056_2,step,yaw,15963969.23,15963973.2,3.97,5.02
S056_2,step,yaw,15963982.8,15963987.4,4.6,8.78
S056_2,step,yaw,15964005.4,15964011.7,6.3,5.87
S056_2,step,yaw,15964013.2,15964017.1,3.9,8.65
S056_2,step,yaw,15964020.6,15964024.9,4.3,4.76
S056_2,step,yaw,15964033.5,15964040.0,6.5,3.69
S056_2,step,yaw,15964040.0,15964048.1,8.1,14.53
S056_2,step,yaw,15964048.1,15964052.2,4.1,20.09
S056_2,step,yaw,15964060.32,15964067.2,6.88,5.87
S056_2,step,yaw,15964072.46,15964080.2,7.74,5.89
S056_2,step,yaw,15964081.2,15964086.6,5.4,3.84
S056_2,step,yaw,15964094.0,15964097.9,3.9,12.2
S056_2,step,yaw,15964108.8,15964116.5,7.7,24.41
S057_2,step,roll,16375215.6,16375219.7,4.1,1.73
S057_2,step,roll,16375220.3,16375231.7,11.4,1.85
S057_2,step,roll,16375236.1,16375242.7,6.6,2.61
S057_2,step,roll,16375251.5,16375254.6,3.1,3.28
S057_2,step,roll,16375255.9,16375259.7,3.8,1.48
S057_2,step,roll,16375266.9,16375276.4,9.5,2.67
S057_2,doublet,roll,16375376.8,16375383.1,5.7,3.6|3.0
S057_2,step,roll,16375440.0,16375452.3,12.3,1.19
S057_2,step,roll,16375460.8,16375466.2,5.4,3.33
S057_2,step,roll,16375466.5,16375476.2,9.7,4.15
S057_2,step,roll,16375489.8,16375495.8,6.0,3.78
S057_2,step,roll,16375496.1,16375503.0,6.9,3.26
S057_2,step,roll,16375540.8,16375551.0,10.2,2.07
S057_2,step,roll,16375594.0,16375600.6,6.6,1.75
S057_2,step,roll,16375606.0,16375611.3,5.3,0.87
S057_2,step,roll,16375689.4,16375693.5,4.1,1.51
S057_2,step,roll,16375731.2,16375741.9,10.7,1.84
S057_2,doublet,roll,16375742.9,16375749.8,6.6,0.96|1.95
S057_2,step,roll,16375757.9,16375786.6,28.7,3.67
S057_2,step,roll,16375834.2,16375838.6,4.4,2.33
S057_2,step,roll,16375862.8,16375876.4,13.6,3.08
S057_2,doublet,roll,16375906.3,16375913.2,3.8,1.14|1.97
S057_2,step,roll,16375949.4,16375952.6,3.2,1.1
S057_2,step,roll,16375960.1,16375964.5,4.4,0.88
S057_2,step,roll,16375980.6,16375984.0,3.4,0.93
S057_2,step,roll,16375990.3,16375994.7,4.4,1.48
S057_2,step,roll,16375997.6,16376001.0,3.4,0.96
S057_2,step,roll,16376010.2,16376016.8,6.6,1.29
S057_2,step,roll,16376018.7,16376022.8,4.1,1.21
S057_2,step,roll,16376025.0,16376041.5,16.5,2.01
S057_2,step,roll,16376058.9,16376064.0,5.1,1.33
S057_2,step,roll,16376139.8,16376143.9,4.1,1.0
S057_2,step,yaw,16376268.3,16376328.2,59.9,1.59
S057_2,step,pitch,16376382.2,16376439.7,57.5,2.41
S057_2,step,pitch,16376440.1,16376463.5,23.4,2.54
S057_2,step,pitch,16376466.0,16376470.6,4.6,2.14
S057_3,step,roll,16376547.2,16376551.2,4.0,0.9
S057_3,step,pitch,16376547.3,16376630.1,82.8,2.07
S057_3,step,roll,16376554.0,16376562.1,8.1,0.86
S057_3,step,roll,16376566.8,16376586.4,19.6,2.72
S057_3,step,roll,16376600.1,16376604.0,3.9,0.94
S057_3,step,roll,16376608.9,16376624.2,15.3,1.12
S057_3,step,roll,16376624.8,16376644.8,20.0,1.74
S057_3,step,roll,16376645.1,16376720.8,75.7,2.62
S057_3,step,roll,16376738.0,16376820.7,82.7,2.57
S057_3,step,roll,16376821.0,16376863.6,42.6,1.32
S057_3,step,roll,16376864.4,16376887.3,22.9,1.5
S057_3,step,pitch,16376869.0,16376879.2,10.2,2.05
S057_3,step,pitch,16376882.1,16376886.1,4.0,1.68
S057_3,step,pitch,16376886.6,16376890.4,3.8,1.68
S057_3,step,roll,16377034.4,16377072.7,38.3,3.92
S057_3,step,roll,16377073.1,16377094.2,21.1,2.46
S057_3,step,roll,16377099.5,16377111.5,12.0,1.42
S057_3,step,roll,16377113.2,16377116.4,3.2,1.16
S057_3,step,yaw,16377238.2,16377242.4,4.2,0.98
S057_3,step,roll,16377243.1,16377281.2,38.1,2.68
S057_3,step,yaw,16377244.5,16377249.4,4.9,0.95
S057_3,step,yaw,16377255.1,16377261.2,6.1,0.93
S057_3,step,roll,16377284.2,16377326.2,42.0,2.76
S057_3,step,roll,16377333.9,16377369.3,35.4,1.54
S057_3,step,roll,16377369.5,16377400.1,30.6,1.42
S057_3,step,roll,16377401.1,16377404.3,3.2,1.67
S057_3,step,roll,16377418.4,16377451.1,32.7,2.19
S057_3,step,roll,16377465.9,16377488.7,22.8,3.92
S057_3,step,roll,16377490.2,16377500.7,10.5,2.44
S057_3,step,roll,16377502.1,16377521.9,19.8,3.78
S057_3,step,roll,16377523.6,16377526.7,3.1,1.4
S057_3,step,roll,16377531.3,16377541.5,10.2,2.27
S057_3,step,roll,16377543.3,16377561.6,18.3,2.47
S057_3,step,roll,16377563.4,16377570.7,7.3,1.45
S057_3,step,roll,16377573.6,16377580.6,7.0,2.58
S057_3,step,roll,16377589.8,16377594.7,4.9,3.22
S057_3,step,yaw,16377618.3,16377687.3,69.0,10.47
S057_3,step,yaw,16377692.4,16377695.7,3.3,2.56
S057_3,doublet,yaw,16377698.4,16377702.0,3.6,1.86|3.51
S057_3,step,yaw,16377703.3,16377715.2,11.9,14.08
S057_3,step,yaw,16377715.8,16377730.9,15.1,18.26
S057_3,doublet,yaw,16377740.0,16377745.6,2.8,4.33|1.38
S057_3,doublet,yaw,16377751.8,16377755.2,3.4,5.75|1.33
S057_3,doublet,yaw,16377761.2,16377764.7,2.8,4.47|1.58
S057_3,doublet,yaw,16377766.1,16377769.6,3.5,1.16|4.3
S057_3,doublet,yaw,16377770.1,16377773.0,2.9,0.97|4.56
S057_3,doublet,yaw,16377774.4,16377777.3,2.9,5.4|2.49
S057_3,doublet,yaw,16377780.2,16377784.4,2.8,3.2|1.77
S057_3,doublet,yaw,16377786.8,16377791.9,4.3,2.46|2.51
S057_3,doublet,yaw,16377793.8,16377796.9,3.1,2.02|5.39
S057_3,doublet,yaw,16377799.9,16377802.7,2.8,4.01|2.82
S057_3,step,yaw,16377802.7,16377807.6,4.9,3.95
S057_3,step,yaw,16377811.1,16377816.8,5.7,5.64
S057_3,doublet,yaw,16377818.1,16377823.6,5.5,1.61|2.31
S057_3,step,yaw,16377825.2,16377829.0,3.8,6.01
S057_3,step,yaw,16377829.4,16377840.0,10.6,14.87
S057_3,step,yaw,16377840.0,16377849.8,9.8,27.37
S057_3,doublet,yaw,16377849.8,16377853.4,3.6,7.72|3.35
S057_3,step,yaw,16377857.9,16377862.2,4.3,4.42
S057_3,step,yaw,16377862.4,16377882.7,20.3,16.5
S057_3,step,yaw,16377882.7,16377889.5,6.8,20.75
S057_3,doublet,yaw,16377889.5,16377894.2,4.7,6.16|3.76
S057_3,step,yaw,16377897.0,16377921.9,24.9,23.35
S057_3,step,yaw,16377923.8,16377932.0,8.2,10.58
S057_3,step,yaw,16377932.4,16377937.8,5.4,19.33
S057_3,step,yaw,16377937.8,16377954.2,16.4,11.62
S057_4,step,roll,16379979.2,16379996.7,17.5,2.68
S057_4,doublet,yaw,16380242.2,16380248.6,6.4,1.9|3.11
S057_4,step,yaw,16380250.9,16380309.1,58.2,11.08
S057_4,step,yaw,16380313.9,16380323.1,9.2,10.56
S057_4,step,yaw,16380324.3,16380333.4,9.1,23.53
S057_4,step,yaw,16380334.6,16380337.9,3.3,7.53
S057_4,doublet,yaw,16380344.8,16380349.4,4.6,5.78|9.38
S057_4,step,yaw,16380359.8,16380378.7,18.9,12.31
S057_4,step,pitch,16380374.2,16380409.1,34.9,6.37
S057_4,doublet,roll,16380383.9,16380390.6,4.1,6.29|2.17
S057_4,step,yaw,16380384.5,16380390.1,5.6,1.36
S057_4,step,roll,16380390.6,16380401.1,10.5,4.27
S057_4,step,yaw,16380396.2,16380401.1,4.9,1.16
S057_4,step,roll,16380401.1,16380405.7,4.6,4.03
S057_4,step,roll,16380409.1,16380416.6,7.5,2.89
S057_4,step,roll,16380419.2,16380426.1,6.9,3.18
S057_4,step,roll,16380430.4,16380435.0,4.6,1.97
S057_4,step,roll,16380445.6,16380449.2,3.6,6.92
S057_4,step,roll,16380460.7,16380465.2,4.5,2.95
S057_4,step,roll,16380469.6,16380473.3,3.7,2.32
S057_4,step,roll,16380487.1,16380491.6,4.5,3.0
S057_4,doublet,roll,16380507.7,16380516.9,7.4,1.44|1.6
S057_4,step,roll,16380520.3,16380525.5,5.2,3.59
S057_4,step,roll,16380527.9,16380536.3,8.4,2.51
S057_4,doublet,roll,16380537.2,16380543.2,4.9,2.41|2.08
S057_4,step,roll,16380551.2,16380560.2,9.0,4.11
S057_4,step,yaw,16380555.6,16380561.5,5.9,1.09
S057_4,step,roll,16380563.9,16380568.1,4.2,3.02
S057_4,step,roll,16380581.1,16380591.4,10.3,1.58
S057_4,step,roll,16380592.9,16380602.3,9.4,2.13
S057_4,step,roll,16380605.1,16380612.0,6.9,3.08
S057_4,step,roll,16380625.5,16380631.2,5.7,1.55
S057_4,step,roll,16380632.1,16380650.9,18.8,2.31
S057_4,step,roll,16380652.8,16380668.2,15.4,1.83
S057_4,step,roll,16380676.2,16380687.2,11.0,1.69
S057_4,step,roll,16380692.2,16380695.2,3.0,0.93
S057_4,step,pitch,16380704.6,16380713.8,9.2,2.03
S057_4,step,pitch,16380715.1,16380722.8,7.7,1.93
S057_4,step,roll,16380718.6,16380731.2,12.6,1.95
S057_4,step,pitch,16380723.25,16380730.1,6.85,1.75
S057_4,step,pitch,16380739.29,16380743.4,4.11,1.87
S057_4,step,pitch,16380744.6,16380751.4,6.8,1.9
S057_4,step,roll,16380750.7,16380754.1,3.4,1.07
S057_4,step,pitch,16380756.4,16380762.1,5.7,1.74
S057_4,step,roll,16380783.6,16380796.4,12.8,1.0
S057_4,step,roll,16380900.6,16380904.5,3.9,2.45
S057_4,step,roll,16380905.53,16380910.1,4.57,2.35
S057_4,step,roll,16380912.3,16380921.2,8.9,1.99
S057_4,step,roll,16380922.6,16380928.3,5.7,1.79
S057_4,step,roll,16380929.2,16380951.1,21.9,1.34
S057_4,step,roll,16380958.2,16380962.8,4.6,1.43
S057_4,step,roll,16380991.4,16380994.9,3.5,0.87
S057_4,step,roll,16381002.9,16381044.2,41.3,2.56
S057_4,step,yaw,16381057.9,16381069.4,11.5,1.16
S057_4,step,roll,16381063.7,16381098.4,34.7,2.26
S057_4,step,yaw,16381074.0,16381085.1,11.1,0.95
S057_4,step,roll,16381108.0,16381119.0,11.0,1.13
S057_4,step,roll,16381124.4,16381166.8,42.4,1.23
S057_4,step,roll,16381169.1,16381197.8,28.7,1.27
S057_4,doublet,roll,16381199.0,16381207.0,5.7,1.13|1.08
S057_4,step,pitch,16381201.2,16381208.1,6.9,1.75
S057_4,step,roll,16381211.3,16381243.6,32.3,3.65
S057_4,step,roll,16381247.1,16381258.3,11.2,2.85
S057_4,step,roll,16381259.7,16381264.3,4.6,2.43
S057_4,step,roll,16381267.7,16381275.7,8.0,2.64
S057_4,doublet,roll,16381281.4,16381292.3,10.9,6.19|2.96
S057_4,step,roll,16381312.4,16381328.3,15.9,4.51
S057_4,step,roll,16381333.1,16381336.5,3.4,3.68
S057_4,step,roll,16381343.4,16381346.8,3.4,2.98
S057_4,step,roll,16381352.6,16381357.5,4.9,1.79
S057_4,step,roll,16381358.33,16381382.8,24.47,2.82
S057_4,step,roll,16381383.55,16381437.7,54.15,2.95
S057_4,step,pitch,16381428.2,16381431.9,3.7,1.78
S057_4,step,pitch,16381432.8,16381438.1,5.3,2.11
S057_4,step,roll,16381438.5,16381445.3,6.8,2.38
S057_4,step,roll,16381456.5,16381461.2,4.7,1.29
S057_4,step,roll,16381536.0,16381539.4,3.4,0.86
S057_4,step,roll,16381543.7,16381547.0,3.3,0.82
S057_4,step,roll,16381571.2,16381579.1,7.9,0.83
S057_4,step,roll,16381580.7,16381584.7,4.0,0.93
S057_4,step,roll,16381586.4,16381600.7,14.3,0.96
S057_4,step,roll,16381603.6,16381612.8,9.2,0.89
S057_4,step,roll,16381633.4,16381641.4,8.0,0.83
S057_4,step,roll,16381644.9,16381648.0,3.1,0.83
S057_4,step,roll,16381652.9,16381660.9,8.0,0.92
S057_4,step,roll,16381664.3,16381667.8,3.5,0.96
S057_4,step,roll,16381673.5,16381686.6,13.1,0.98
S057_4,step,roll,16381687.34,16381703.3,15.96,1.05
S057_4,step,roll,16381707.9,16381715.9,8.0,0.89
S057_4,step,roll,16381722.8,16381731.8,9.0,0.84
S057_4,step,roll,16381732.04,16381764.1,32.06,0.95
S057_4,step,roll,16381769.7,16381781.0,11.3,1.16
S057_4,doublet,roll,16381782.4,16381792.7,6.9,1.04|0.92
S057_4,step,roll,16381795.0,16381859.2,64.2,2.99
S057_4,step,roll,16381883.3,16381887.9,4.6,2.48
S057_4,step,roll,16381894.8,16381917.7,22.9,1.01
S057_4,step,roll,16381920.0,16381952.5,32.5,1.28
S057_4,step,roll,16381953.2,16381968.1,14.9,1.19
S057_4,step,roll,16381971.6,16381978.5,6.9,1.04
S057_4,step,roll,16381987.6,16381991.8,4.2,1.11
S057_4,step,roll,16381992.2,16382020.9,28.7,2.36
S057_4,step,roll,16382027.7,16382031.2,3.5,0.92
S057_4,step,roll,16382036.9,16382062.1,25.2,2.97
S057_4,step,roll,16382069.0,16382076.9,7.9,1.74
S057,step,yaw,16374050.2,16374062.4,12.2,27.2
S057,step,yaw,16374062.4,16374066.4,4.0,8.48
S057,doublet,yaw,16374068.8,16374073.2,2.4,4.81|4.54
S057,doublet,yaw,16374074.6,16374079.3,3.9,3.53|8.61
S057,doublet,yaw,16374079.3,16374083.8,4.3,2.77|5.23
S057,doublet,yaw,16374085.0,16374087.9,2.6,8.2|3.77
S057,doublet,yaw,16374090.0,16374094.1,3.0,3.07|8.67
S057,doublet,yaw,16374096.9,16374100.2,3.0,3.21|11.04
S057,doublet,yaw,16374103.0,16374106.9,2.5,2.23|5.55
S057,doublet,yaw,16374106.9,16374111.1,4.0,1.94|2.25
S057,step,yaw,16374111.7,16374121.3,9.6,22.16
S057,step,yaw,16374125.1,16374132.9,7.8,6.53
S057,doublet,yaw,16374132.9,16374138.4,5.2,2.38|4.07
S057,doublet,yaw,16374138.4,16374142.8,4.4,4.01|4.12
S057,doublet,yaw,16374143.4,16374146.9,3.2,3.53|5.89
S057,doublet,yaw,16374147.1,16374150.3,3.2,5.71|6.54
S057,doublet,yaw,16374150.6,16374153.8,2.9,3.67|3.18
S057,step,yaw,16374172.4,16374176.2,3.8,7.43
S057,doublet,yaw,16374182.8,16374186.6,3.8,5.4|9.17
S057,doublet,yaw,16374186.6,16374189.8,3.2,6.34|3.36
S057,doublet,yaw,16374206.7,16374211.0,4.0,3.63|4.06
S057,doublet,yaw,16374226.4,16374230.2,3.2,5.63|2.73
S057,step,yaw,16374236.3,16374243.2,6.9,20.07
S057,step,yaw,16374243.2,16374250.0,6.8,17.77
S057,step,yaw,16374253.4,16374256.6,3.2,9.25
S057,doublet,yaw,16374266.7,16374270.0,3.3,7.55|3.54
S057,step,yaw,16374279.2,16374282.7,3.5,3.61
S057,doublet,yaw,16374285.9,16374288.5,2.3,2.32|3.24
S057,doublet,yaw,16374288.5,16374291.9,3.4,4.63|2.93
S057,doublet,yaw,16374292.6,16374295.5,2.9,1.77|2.87
S057,doublet,yaw,16374295.5,16374298.4,2.9,2.57|4.63
S057,doublet,yaw,16374298.4,16374300.7,2.3,2.1|6.87
S057,doublet,yaw,16374300.7,16374306.4,3.7,2.5|1.48
S057,doublet,yaw,16374315.0,16374324.3,9.3,5.67|2.6
S057,step,yaw,16374325.1,16374337.0,11.9,25.44
S058_1,step,yaw,17073795.0,17073799.9,4.9,8.97
S058_1,step,yaw,17073806.3,17073812.5,6.2,10.74
S058_1,step,yaw,17073816.3,17073824.1,7.8,27.23
S058_1,step,yaw,17073858.5,17073912.699,54.2,4.21
S058_1,step,yaw,17073920.5,17073924.5,4.0,4.96
S058_1,step,yaw,17073930.699,17073935.699,5.0,17.85
S058_1,step,yaw,17073980.1,17073999.199,19.1,4.25
S058_1,step,yaw,17074008.3,17074016.8,8.5,5.97
S058_1,step,yaw,17074031.8,17074039.8,8.0,16.94
S058_1,step,yaw,17074039.8,17074047.4,7.6,22.21
S058_1,step,yaw,17074053.6,17074060.0,6.4,6.1
S058_1,step,yaw,17074098.199,17074115.3,17.1,14.5
S058_1,step,yaw,17074116.8,17074146.4,29.6,6.04
S058_1,doublet,yaw,17074146.4,17074156.0,9.6,16.58|5.62
S058_1,step,yaw,17074161.5,17074176.4,14.9,10.93
S058_1,step,yaw,17074178.9,17074197.8,18.9,6.59
S058_1,step,yaw,17074203.1,17074209.6,6.5,5.72
S058_1,step,roll,17074209.88,17074222.4,12.52,3.55
S058_1,step,pitch,17074217.4,17074221.5,4.1,4.38
S058_1,step,roll,17074242.8,17074255.5,12.7,3.3
S058_1,step,pitch,17074244.6,17074249.9,5.3,2.44
S058_1,step,pitch,17074265.5,17074285.699,20.2,3.44
S058_1,step,roll,17074316.4,17074321.3,4.9,1.37
S058_1,step,roll,17074334.199,17074339.199,5.0,2.51
S058_1,step,roll,17074402.75,17074408.8,6.05,0.84
S058_1,step,roll,17074422.9,17074428.1,5.2,2.71
S058_1,step,roll,17074448.4,17074453.5,5.1,1.07
S058_1,step,roll,17074463.6,17074478.8,15.2,3.05
S058_1,step,roll,17074488.6,17074492.5,3.9,4.14
S058_1,step,roll,17074499.1,17074510.8,11.7,2.29
S058_1,step,roll,17074527.0,17074538.1,11.1,2.08
S058_1,step,roll,17074542.3,17074549.9,7.6,2.09
S058_1,step,roll,17074554.9,17074561.8,6.9,2.02
S058_1,step,roll,17074567.6,17074572.6,5.0,2.05
S058_1,step,roll,17074575.199,17074589.3,14.1,2.52
S058_1,step,roll,17074592.8,17074599.699,6.9,2.02
S058_1,step,roll,17074618.4,17074653.4,35.0,1.51
S058_1,step,roll,17074657.8,17074698.9,41.1,2.02
S058_1,step,roll,17074702.1,17074740.199,38.1,2.76
S058_1,step,roll,17074747.5,17074765.6,18.1,2.69
S058_1,step,roll,17074768.1,17074788.4,20.3,2.19
S058_1,step,roll,17074793.4,17074815.3,21.9,2.6
S058_1,step,roll,17074938.1,17074968.5,30.4,2.05
S058_1,step,roll,17074975.4,17074991.4,16.0,2.7
S058_1,doublet,roll,17075057.4,17075070.1,10.2,2.65|3.03
S058_1,step,roll,17075080.199,17075085.3,5.1,2.33
S058_1,step,roll,17075087.8,17075095.5,7.7,3.53
S058_1,step,pitch,17075171.6,17075180.199,8.6,2.05
S058_1,step,roll,17075179.199,17075189.1,9.9,1.17
S058_1,step,pitch,17075182.0,17075191.8,9.8,1.87
S058_1,step,yaw,17075190.699,17075201.699,11.0,1.03
S058_1,step,pitch,17075206.8,17075217.199,10.4,2.34
S058_1,step,roll,17075214.199,17075226.0,11.8,1.31
S058_1,step,roll,17075227.9,17075247.699,19.8,2.87
S058_1,step,pitch,17075229.6,17075233.9,4.3,1.65
S058_1,step,roll,17075252.8,17075257.199,4.4,2.67
S058_1,step,roll,17075265.3,17075269.199,3.9,1.91
S058_1,step,roll,17075279.699,17075287.3,7.6,1.88
S058_1,step,roll,17075288.359,17075293.4,5.04,0.83
S058_1,step,roll,17075323.8,17075328.0,4.2,0.88
S058_1,step,roll,17075334.0,17075339.1,5.1,0.99
S058_1,step,pitch,17075374.6,17075379.4,4.8,2.22
S058_1,step,roll,17075376.699,17075389.5,12.8,1.1
S058_1,step,pitch,17075381.9,17075450.699,68.8,1.78
S058_1,step,yaw,17075389.8,17075471.0,81.2,1.51
S058_1,step,roll,17075504.0,17075521.8,17.8,1.73
S058_1,step,yaw,17075514.0,17075594.199,80.2,1.99
S058_1,step,roll,17075595.4,17075608.0,12.6,4.42
S058_1,step,roll,17075625.8,17075633.4,7.6,1.39
S058_1,step,roll,17075636.0,17075641.5,5.5,1.55
S058_1,step,roll,17075643.6,17075653.699,10.1,1.05
S058_1,step,roll,17075656.199,17075686.1,29.9,2.97
S058_1,step,roll,17075689.3,17075696.9,7.6,1.08
S058_1,step,roll,17075831.4,17075846.1,14.7,1.06
S058_1,step,roll,17075881.8,17075906.4,24.6,0.96
S058_1,step,pitch,17075899.1,17075952.9,53.8,1.96
S058_1,step,yaw,17075907.3,17075973.4,66.1,1.53
S058_1,step,roll,17076006.3,17076014.1,7.8,1.16
S058_1,step,roll,17076036.9,17076054.699,17.8,2.81
S058_1,step,roll,17076075.0,17076085.1,10.1,2.64
S058_1,step,roll,17076092.699,17076153.6,60.9,3.26
S058_1,step,roll,17076290.699,17076295.699,5.0,1.16
S058_1,step,roll,17076297.5,17076302.4,4.9,1.17
S058_1,step,roll,17076303.3,17076308.0,4.7,1.34
S058_1,step,roll,17076323.3,17076330.8,7.5,1.09
S058_1,step,roll,17076358.9,17076365.699,6.8,1.13
S058_1,step,roll,17076402.199,17076427.699,25.5,0.99
S058_1,step,roll,17076432.8,17076448.0,15.2,1.17
S058_1,step,pitch,17076470.699,17076491.1,20.4,5.85
S058_1,step,roll,17076470.8,17076511.4,40.6,1.55
S058_1,step,roll,17076514.0,17076521.6,7.6,2.57
S058_1,step,roll,17076531.699,17076536.87,5.17,1.29
S058_1,step,roll,17076539.41,17076544.4,4.99,1.37
S058_1,step,yaw,17076541.9,17076596.3,54.4,2.0
S058_1,step,roll,17076597.4,17076610.4,13.0,4.16
S058_1,step,roll,17076611.699,17076625.5,13.8,2.68
S058_1,step,roll,17076656.1,17076663.6,7.5,1.41
S058_1,step,roll,17076787.9,17076861.6,73.7,2.54
S058_1,step,roll,17076876.8,17076899.699,22.9,2.49
S058_1,step,roll,17076904.6,17076993.6,89.0,1.16
S058_1,step,roll,17077001.1,17077078.3,77.2,2.94
S058_1,step,pitch,17077058.9,17077067.1,8.2,1.65
S058_1,step,pitch,17077077.5,17077084.1,6.6,1.58
S058_1,step,yaw,17077078.699,17077153.5,74.8,1.44
S058_1,step,pitch,17077090.0,17077130.199,40.2,1.75
S058_1,step,roll,17077172.3,17077229.6,57.3,1.11
S058_1,step,pitch,17077232.1,17077282.9,50.8,5.96
S058_1,step,yaw,17077262.3,17077279.699,17.4,0.97
S058_1,step,yaw,17077374.199,17077435.5,61.3,1.39
S058_1,step,pitch,17077376.8,17077414.8,38.0,1.8
S058_1,step,roll,17077486.1,17077491.0,4.9,1.05
S058_1,step,roll,17077496.0,17077500.9,4.9,0.99
